,datetime,generation_coal,generation_solar,generation_other_renewable,generation_outsourcing_estimated,demand,predicted
1731,2017-06-12 03:00:00,316,28,102,499.621189869,904.3680641,901.1860320850958
1732,2017-06-12 04:00:00,312,31,100,506.157790595,907.3649455,908.751673132198
1733,2017-06-12 05:00:00,304,30,100,511.242929772,903.0302108,909.1173782391837
1734,2017-06-12 06:00:00,308,29,101,545.712096455,938.6532995,945.7394782837451
1735,2017-06-12 07:00:00,303,27,100,580.6265181100001,962.684879,959.4191136891255
1736,2017-06-12 08:00:00,300,116,102,604.5681206800001,1072.649652,1065.891908438151
1737,2017-06-12 09:00:00,302,948,102,0.0,1236.293024,1242.7760196364839
1738,2017-06-12 10:00:00,309,2053,98,0.0,1311.717762,1320.876919443764
1739,2017-06-12 11:00:00,315,3063,103,0.0,1374.714233,1378.8013463445297
1740,2017-06-12 12:00:00,311,3533,107,0.0,1393.778626,1400.083096846997
1741,2017-06-12 13:00:00,302,3603,104,0.0,1372.1809,1358.722143389403
1742,2017-06-12 14:00:00,298,3458,106,0.0,1403.156492,1410.3412593027306
1743,2017-06-12 15:00:00,297,3162,107,0.0,1394.765374,1398.9201623067788
1744,2017-06-12 16:00:00,297,2226,106,0.0,1349.672655,1342.2200561730565
1745,2017-06-12 17:00:00,304,802,105,97.73875874000001,1300.668586,1289.8747482547578
1746,2017-06-12 18:00:00,313,123,106,747.9531898299999,1228.195587,1223.5249338589226
1747,2017-06-12 19:00:00,310,39,106,860.3721198000001,1244.33222,1233.372526127575
1748,2017-06-12 20:00:00,312,39,107,891.10784061,1275.530129,1282.7028447197952
1749,2017-06-12 21:00:00,308,38,104,880.4325670000001,1257.7363,1265.0213340662992
1750,2017-06-12 22:00:00,311,35,102,834.114761,1213.2429,1201.1316655967078
1751,2017-06-12 23:00:00,313,22,103,785.5858900000001,1158.721,1156.8038479087681
1752,2017-06-13 00:00:00,287,700,100,12.293128999999995,1098.2781,1109.010446522184
1753,2017-06-13 01:00:00,288,688,98,0.0,1041.3032,1032.8422919890806
1754,2017-06-13 02:00:00,286,648,97,0.0,997.4791,1006.5051690542316
1755,2017-06-13 03:00:00,290,598,99,0.0,972.2719,963.9060819345051
1756,2017-06-13 04:00:00,292,583,99,0.0,963.3743,961.1941436020495
1757,2017-06-13 05:00:00,292,515,95,46.24281400000007,944.4246,935.0366198568133
1758,2017-06-13 06:00:00,284,362,94,261.717393,980.1077,971.0644375683936
1759,2017-06-13 07:00:00,287,455,98,155.09075900000008,982.2851,978.0774922102106
1760,2017-06-13 08:00:00,270,1163,101,0.0,1101.5705,1092.463405194383
1761,2017-06-13 09:00:00,269,2733,101,0.0,1276.8382,1288.1502713012399
1762,2017-06-13 10:00:00,260,3965,103,0.0,1356.6159,1358.4250810392014
1763,2017-06-13 11:00:00,261,4726,103,0.0,1407.2448,1417.8744918411592
1764,2017-06-13 12:00:00,265,5032,102,0.0,1429.4034,1419.591820190843
1765,2017-06-13 13:00:00,264,5173,106,0.0,1432.0678,1440.6102775467532
1766,2017-06-13 14:00:00,265,5271,104,0.0,1454.4368,1448.5964500498108
1767,2017-06-13 15:00:00,272,5198,100,0.0,1473.6859,1470.6614754809862
1768,2017-06-13 16:00:00,273,4987,99,0.0,1453.1398,1453.6101762034652
1769,2017-06-13 17:00:00,279,4621,96,0.0,1402.4036,1400.547426260324
1770,2017-06-13 18:00:00,283,4047,96,0.0,1270.4594,1263.6275026818466
1771,2017-06-13 19:00:00,285,3204,97,0.0,1270.3809,1282.9330928092497
1772,2017-06-13 20:00:00,282,1938,98,0.0,1324.1197,1329.836594600226
1773,2017-06-13 21:00:00,276,952,97,0.0,1304.2854,1297.6151133536537
1774,2017-06-13 22:00:00,282,721,96,184.60490700000003,1268.3623,1262.5804423166264
1775,2017-06-13 23:00:00,282,700,96,158.26451199999994,1223.1968,1211.7639249033907
1776,2017-06-14 00:00:00,283,691,95,86.77271999999995,1148.608,1144.5370157511954
1777,2017-06-14 01:00:00,283,681,96,35.46086099999992,1092.5329,1092.9836181568403
1778,2017-06-14 02:00:00,282,668,97,0.0,1042.1703,1048.5535547728443
1779,2017-06-14 03:00:00,267,586,97,60.38240300000002,1005.3967,1003.6989578089749
1780,2017-06-14 04:00:00,269,560,97,59.75576200000006,980.8218,971.9960482892232
1781,2017-06-14 05:00:00,271,473,97,145.62301900000003,974.5991,983.2641562343329
1782,2017-06-14 06:00:00,268,297,98,361.50503999999995,994.656,993.2161999317054
1783,2017-06-14 07:00:00,278,407,98,242.47006400000006,1005.4496,1008.234063274733
1784,2017-06-14 08:00:00,283,1081,94,0.0,1137.8373,1138.6268327613896
1785,2017-06-14 09:00:00,279,2604,91,0.0,1297.7143,1289.4058615399451
1786,2017-06-14 10:00:00,267,3940,91,0.0,1380.4598,1375.800153994398
1787,2017-06-14 11:00:00,269,4681,86,0.0,1461.8274,1447.6551026933407
1788,2017-06-14 12:00:00,301,5075,88,0.0,1506.7097,1499.6219050588331
1789,2017-06-14 13:00:00,304,5225,89,0.0,1487.3668,1480.8519931117032
1790,2017-06-14 14:00:00,310,5241,92,0.0,1523.571,1512.9690417531647
1791,2017-06-14 15:00:00,314,5137,92,0.0,1517.9318,1519.2193118819027
1792,2017-06-14 16:00:00,321,4840,92,0.0,1471.0719,1459.520631806004
1793,2017-06-14 17:00:00,315,4440,90,0.0,1390.6514,1393.5285503596049
1794,2017-06-14 18:00:00,319,3814,90,0.0,1302.6433,1313.2453348998913
1795,2017-06-14 19:00:00,314,2897,94,0.0,1294.4215,1286.7272412648967
1796,2017-06-14 20:00:00,320,1748,96,0.0,1353.8347,1359.6590949816448
1797,2017-06-14 21:00:00,323,890,99,23.074210000000107,1333.169,1326.700542318665
1798,2017-06-14 22:00:00,319,716,98,176.04328399999991,1294.5076,1285.2835607892173
1799,2017-06-14 23:00:00,311,709,99,131.32494400000007,1239.4816,1232.2207830584173
1800,2017-06-15 00:00:00,313,691,99,69.36389400000006,1166.6366,1162.8656084779368
1801,2017-06-15 01:00:00,319,670,98,21.46384400000012,1106.6916,1097.8255495280735
1802,2017-06-15 02:00:00,316,530,98,130.296529,1063.5381,1061.1444743544823
1803,2017-06-15 03:00:00,321,442,98,191.5837409999999,1036.7649,1028.9774465097892
1804,2017-06-15 04:00:00,322,337,97,272.565182,1006.0598,1010.4193983278129
1805,2017-06-15 05:00:00,328,242,97,366.112252,1002.8828,1009.1261000623869
1806,2017-06-15 06:00:00,323,235,97,398.879941,1020.9449,1027.0009884967858
1807,2017-06-15 07:00:00,311,417,96,227.91834600000007,1033.0994,1026.221431639498
1808,2017-06-15 08:00:00,302,1048,95,0.0,1154.3768,1160.5518170574617
1809,2017-06-15 09:00:00,296,2336,92,0.0,1320.8307,1323.2960825317534
1810,2017-06-15 10:00:00,286,3869,95,0.0,1427.4214,1433.2455013364313
1811,2017-06-15 11:00:00,287,4563,94,0.0,1499.1228,1504.7261307140318
1812,2017-06-15 12:00:00,296,4953,98,0.0,1557.6734,1570.9999831893872
1813,2017-06-15 13:00:00,300,5120,97,0.0,1524.6522,1509.7276829153157
1814,2017-06-15 14:00:00,308,5157,96,0.0,1560.0028,1551.7847747656383
1815,2017-06-15 15:00:00,311,4981,98,0.0,1558.1222,1548.004574926966
1816,2017-06-15 16:00:00,309,4641,98,0.0,1509.2477,1507.5583145566122
1817,2017-06-15 17:00:00,316,4108,99,0.0,1424.0585,1410.955878693742
1818,2017-06-15 18:00:00,316,3306,100,0.0,1342.4552,1336.8598294802714
1819,2017-06-15 19:00:00,318,2350,101,0.0,1340.6007,1337.4010208628
1820,2017-06-15 20:00:00,323,1513,100,0.0,1387.4714,1390.2628391556113
1821,2017-06-15 21:00:00,320,834,99,137.85687800000014,1379.4742,1377.3934807403587
1822,2017-06-15 22:00:00,318,638,94,316.9533609999999,1340.7829,1335.8669999364356
1823,2017-06-15 23:00:00,316,558,90,359.7836030000001,1294.0767,1294.750887279035
1824,2017-06-16 00:00:00,313,479,93,391.383139,1244.0671,1240.2305648171566
1825,2017-06-16 01:00:00,302,430,95,365.06007500000004,1161.9175,1162.324501940601
1826,2017-06-16 02:00:00,298,368,96,372.85183100000006,1104.0659,1093.0698849105058
1827,2017-06-16 03:00:00,303,274,98,411.20685999999995,1052.254,1052.436816852315
1828,2017-06-16 04:00:00,310,152,99,490.6213170000001,1011.1113,1011.7485442039185
1829,2017-06-16 05:00:00,304,64,97,585.354743,1002.0227,1006.9133395795291
1830,2017-06-16 06:00:00,301,56,95,622.251243,1022.8727,1028.1452852051757
1831,2017-06-16 07:00:00,301,249,94,403.561164,1014.2396,1009.1627623919131
1832,2017-06-16 08:00:00,305,849,93,0.0,1148.2205,1158.545299296054
1833,2017-06-16 09:00:00,309,2018,89,0.0,1302.6578,1295.7953186360992
1834,2017-06-16 10:00:00,307,3566,91,0.0,1416.0683,1419.8010001728314
1835,2017-06-16 11:00:00,308,4491,91,0.0,1492.5908,1497.9047644957968
1836,2017-06-16 12:00:00,304,4915,94,0.0,1512.1641,1514.8300874451647
1837,2017-06-16 13:00:00,311,5082,98,0.0,1507.7381,1520.6039991166388
1838,2017-06-16 14:00:00,306,5054,98,0.0,1536.8273,1532.1880270792121
1839,2017-06-16 15:00:00,302,5053,99,0.0,1543.5589,1529.7384502425625
1840,2017-06-16 16:00:00,303,4820,99,0.0,1474.7884,1477.0727917050283
1841,2017-06-16 17:00:00,284,4421,97,0.0,1351.9618,1342.2805097296377
1842,2017-06-16 18:00:00,292,3689,97,0.0,1262.1975,1262.7508264490386
1843,2017-06-16 19:00:00,313,2580,95,0.0,1266.0231,1260.9625858343213
1844,2017-06-16 20:00:00,319,1468,97,0.0,1289.4113,1300.90596875458
1845,2017-06-16 21:00:00,326,760,98,82.99456200000012,1260.1418,1252.8880805942667
1846,2017-06-16 22:00:00,328,654,97,146.61764400000007,1213.5116,1224.8872999820992
1847,2017-06-16 23:00:00,326,625,99,123.11800699999992,1162.9523,1171.5787997947964
1848,2017-06-17 00:00:00,314,484,99,233.9604339999999,1111.6426,1109.3837684957302
1849,2017-06-17 01:00:00,324,400,98,252.91797886999993,1054.034843,1058.5866543328887
1850,2017-06-17 02:00:00,329,288,97,338.8802664300001,1024.899327,1030.7084451902526
1851,2017-06-17 03:00:00,332,226,96,361.393239354,985.5534306,991.7305521329865
1852,2017-06-17 04:00:00,329,185,97,384.112835839,963.3970971,954.5280744143483
1853,2017-06-17 05:00:00,330,143,98,405.54876940800006,943.0630912,937.1538989838867
1854,2017-06-17 06:00:00,332,111,97,452.700383225,955.3214525,956.8274017852217
1855,2017-06-17 07:00:00,330,286,98,210.02479514700008,906.6832983,900.0187665106127
1856,2017-06-17 08:00:00,329,913,99,0.0,1008.359844,1016.2501127691368
1857,2017-06-17 09:00:00,326,2283,97,0.0,1128.703098,1121.0807519932102
1858,2017-06-17 10:00:00,329,3813,95,0.0,1231.086,1221.102534724924
1859,2017-06-17 11:00:00,331,4544,94,0.0,1313.7623,1303.9950879975484
1860,2017-06-17 12:00:00,330,4897,95,0.0,1318.255,1328.672155094797
1861,2017-06-17 13:00:00,332,5047,92,0.0,1293.1099,1291.6409012581078
1862,2017-06-17 14:00:00,327,5061,93,0.0,1271.3414,1283.9937512915164
1863,2017-06-17 15:00:00,328,4931,90,0.0,1276.5015,1285.236627229375
1864,2017-06-17 16:00:00,314,4563,90,0.0,1266.6357,1267.5076248306896
1865,2017-06-17 17:00:00,313,4024,90,0.0,1200.0647,1194.985452300389
1866,2017-06-17 18:00:00,318,3400,90,0.0,1165.2716,1170.6352790838941
1867,2017-06-17 19:00:00,326,2556,89,0.0,1203.1209,1207.7389267425522
1868,2017-06-17 20:00:00,328,1507,89,0.0,1269.8889,1259.1279029790055
1869,2017-06-17 21:00:00,331,775,90,66.58003399999996,1257.0826,1255.6111531070069
1870,2017-06-17 22:00:00,330,615,88,208.82699599999998,1224.5844,1234.0627564055935
1871,2017-06-17 23:00:00,333,608,90,166.36637299999995,1183.6297,1181.5088096301267
1872,2017-06-18 00:00:00,331,583,91,149.37610700000008,1142.0423,1141.7537407823895
1873,2017-06-18 01:00:00,332,539,91,137.115896,1087.7944,1089.8076217840744
1874,2017-06-18 02:00:00,329,488,91,148.462142,1044.2038,1035.809523011761
1875,2017-06-18 03:00:00,333,355,91,251.93104600000007,1010.1294,1002.1571175755014
1876,2017-06-18 04:00:00,333,310,89,283.3312210000001,991.9369,999.7153894149319
1877,2017-06-18 05:00:00,331,279,90,295.708389,971.2921,961.8671494182448
1878,2017-06-18 06:00:00,331,203,88,353.50389500000006,946.3155,945.9424158883212
1879,2017-06-18 07:00:00,330,316,89,169.17693800000004,890.2082,893.0170282168607
1880,2017-06-18 08:00:00,329,976,92,0.0,927.376,922.5594222971828
1881,2017-06-18 09:00:00,331,2634,91,0.0,979.9438,980.0713399662861
1882,2017-06-18 10:00:00,330,3924,91,0.0,1030.7112,1025.993210019666
1883,2017-06-18 11:00:00,327,4551,92,0.0,1109.3551,1120.3382680815694
1884,2017-06-18 12:00:00,323,4841,91,0.0,1144.1903,1147.5179116475363
1885,2017-06-18 13:00:00,327,4898,90,0.0,1157.7353,1151.9726209613937
1886,2017-06-18 14:00:00,327,4923,89,0.0,1140.0733,1136.8577663691467
1887,2017-06-18 15:00:00,325,4590,84,0.0,1120.7175,1124.644940233011
1888,2017-06-18 16:00:00,326,4226,84,0.0,1117.1977,1128.0136007585459
1889,2017-06-18 17:00:00,326,3758,80,0.0,1104.1833,1106.091246333171
1890,2017-06-18 18:00:00,322,3056,85,0.0,1086.444,1094.2276533609845
1891,2017-06-18 19:00:00,325,2201,86,0.0,1113.5127,1108.9789315868532
1892,2017-06-18 20:00:00,326,1291,87,0.0,1175.4335,1181.1360939621993
1893,2017-06-18 21:00:00,331,625,87,166.72770799999998,1195.9612,1207.5815269261166
1894,2017-06-18 22:00:00,332,474,88,330.8463920000001,1197.5288,1198.877554949118
1895,2017-06-18 23:00:00,332,439,88,327.2338050000001,1159.2145,1169.8464630705882
1896,2017-06-19 00:00:00,334,392,87,327.5118639999999,1113.4696,1109.3941250727555
1897,2017-06-19 01:00:00,333,372,88,315.4993010000001,1082.4489,1072.3687433022515
1898,2017-06-19 02:00:00,333,316,87,329.99455700000004,1038.7473,1039.243202257397
1899,2017-06-19 03:00:00,333,240,89,375.23141000000004,1006.249,1013.8587127441778
1900,2017-06-19 04:00:00,331,197,88,399.261441,982.2949,975.7144348500643
1901,2017-06-19 05:00:00,331,148,88,446.062335,976.2315,968.4131256480587
1902,2017-06-19 06:00:00,328,138,90,478.357073,994.8597,989.1555671540724
1903,2017-06-19 07:00:00,325,279,87,341.242594,1004.0666,994.0391691168506
1904,2017-06-19 08:00:00,334,780,86,0.0,1146.1505,1142.3044238794146
1905,2017-06-19 09:00:00,333,2111,86,0.0,1344.9006,1357.4296885012088
1906,2017-06-19 10:00:00,332,3460,87,0.0,1428.8778,1432.9788351161337
1907,2017-06-19 11:00:00,334,4044,85,0.0,1488.8578,1500.7927288623755
1908,2017-06-19 12:00:00,336,4357,87,0.0,1478.035,1467.035947084726
1909,2017-06-19 13:00:00,331,4466,87,0.0,1444.6857,1430.9051308779894
1910,2017-06-19 14:00:00,332,4360,90,0.0,1455.2563,1463.1197184177047
1911,2017-06-19 15:00:00,332,4167,88,0.0,1446.5366,1434.10994869724
1912,2017-06-19 16:00:00,332,3755,87,0.0,1403.4707,1409.821325228297
1913,2017-06-19 17:00:00,332,3178,87,0.0,1312.3332,1309.4544072091635
1914,2017-06-19 18:00:00,336,2486,90,0.0,1234.4426,1232.6261003879954
1915,2017-06-19 19:00:00,333,1756,92,0.0,1239.0619,1243.7988045335535
1916,2017-06-19 20:00:00,328,1094,92,0.0,1264.8977,1263.8293593974906
1917,2017-06-19 21:00:00,330,564,92,265.3723810000001,1229.4609,1221.2760049277163
1918,2017-06-19 22:00:00,333,412,93,381.45967,1187.963,1187.1370411512607
1919,2017-06-19 23:00:00,334,363,91,381.211695,1137.7355,1126.6193700749807
1920,2017-06-20 00:00:00,332,323,87,350.805382,1063.8398,1056.811262888509
1921,2017-06-20 01:00:00,325,246,91,375.368968,1006.3752,1009.2647636540439
1922,2017-06-20 02:00:00,317,188,91,405.821824,968.3136,970.0376733382676
1923,2017-06-20 03:00:00,320,184,93,372.64756500000004,938.8785,936.667495790851
1924,2017-06-20 04:00:00,328,185,93,346.7555960000001,924.1244,930.6027199841105
1925,2017-06-20 05:00:00,325,163,93,366.734315,917.4535,912.712454995098
1926,2017-06-20 06:00:00,321,126,92,438.0456030000001,940.8767,937.1340591215072
1927,2017-06-20 07:00:00,329,248,93,314.61901700000004,958.6413,967.4539164762937
1928,2017-06-20 08:00:00,334,768,94,0.0,1102.373,1099.4196644487015
1929,2017-06-20 09:00:00,325,2189,91,0.0,1258.1555,1266.42011913952
1930,2017-06-20 10:00:00,318,3748,90,0.0,1383.8669,1383.5532732392974
1931,2017-06-20 11:00:00,307,4326,91,0.0,1444.6357,1450.4318945719983
1932,2017-06-20 12:00:00,307,4777,93,0.0,1492.0374,1493.4816393865058
1933,2017-06-20 13:00:00,306,4947,90,0.0,1506.1996,1505.018665367905
1934,2017-06-20 14:00:00,307,4928,90,0.0,1514.4601,1515.6218338237313
1935,2017-06-20 15:00:00,318,4766,88,0.0,1494.2119,1493.0848445578301
1936,2017-06-20 16:00:00,310,4364,88,0.0,1461.9399,1474.8102194159046
1937,2017-06-20 17:00:00,295,3878,89,0.0,1406.8811,1420.1825356287195
1938,2017-06-20 18:00:00,287,3200,91,0.0,1299.5498,1296.6391952328725
1939,2017-06-20 19:00:00,296,2541,93,0.0,1258.536,1262.7612693912745
1940,2017-06-20 20:00:00,299,1653,95,0.0,1333.0499,1345.5040301468848
1941,2017-06-20 21:00:00,302,837,95,74.47337800000003,1302.3242,1293.631047886296
1942,2017-06-20 22:00:00,295,633,95,269.737504,1270.4656,1267.4419288944994
1943,2017-06-20 23:00:00,289,620,93,225.91656099999994,1209.2629,1211.8717743927893
1944,2017-06-21 00:00:00,285,576,93,197.7110669999999,1135.3863,1125.9561245394768
1945,2017-06-21 01:00:00,286,498,93,229.36379500000007,1087.4255,1095.6436535240641
1946,2017-06-21 02:00:00,286,468,93,209.14592999999996,1038.877,1039.8812693945279
1947,2017-06-21 03:00:00,285,385,92,253.377149,994.4561,997.9443615495657
1948,2017-06-21 04:00:00,285,303,92,324.5156720000001,977.7208,981.5871399563154
1949,2017-06-21 05:00:00,283,271,93,349.4747100000001,967.619,958.4054069907419
1950,2017-06-21 06:00:00,277,197,95,455.2223680000001,986.6352,985.5075967266702
1951,2017-06-21 07:00:00,276,337,95,320.41988800000007,1001.9632,995.2363921595002
1952,2017-06-21 08:00:00,279,925,92,0.0,1121.2993,1116.7339301109569
1953,2017-06-21 09:00:00,281,2294,86,0.0,1260.7861,1270.0139126783206
1954,2017-06-21 10:00:00,282,3756,83,0.0,1336.2808,1346.7775136310183
1955,2017-06-21 11:00:00,276,4524,82,0.0,1388.642,1379.2943229704297
1956,2017-06-21 12:00:00,271,4914,82,0.0,1382.5428,1394.0680504791494
1957,2017-06-21 13:00:00,272,5053,86,0.0,1364.7047,1364.3414755319761
1958,2017-06-21 14:00:00,284,5088,89,0.0,1366.3476,1365.0204196177294
1959,2017-06-21 15:00:00,286,4977,85,0.0,1356.1603,1358.059741467626
1960,2017-06-21 16:00:00,285,4645,84,0.0,1334.8438,1339.722019990413
1961,2017-06-21 17:00:00,295,4192,87,0.0,1264.7969,1252.454295616069
1962,2017-06-21 18:00:00,289,3682,87,0.0,1176.1306,1174.2983938357413
1963,2017-06-21 19:00:00,284,2789,96,0.0,1205.6623,1200.9309566587015
1964,2017-06-21 20:00:00,277,1712,98,0.0,1240.0572,1230.1889607395935
1965,2017-06-21 21:00:00,270,882,98,0.0,1198.0987,1208.1668161908779
1966,2017-06-21 22:00:00,269,648,96,162.981705,1162.5245,1169.506281816952
1967,2017-06-21 23:00:00,268,628,98,120.60163300000009,1104.6437,1101.4728969709365
1968,2017-06-22 00:00:00,272,620,98,72.81352600000007,1056.8014,1053.1668864499418
1969,2017-06-22 01:00:00,275,605,99,26.933028000000014,1003.7092,1004.6784522667996
1970,2017-06-22 02:00:00,265,552,98,51.892938000000015,962.6082,956.3915885801943
1971,2017-06-22 03:00:00,271,474,98,107.36674400000007,941.5016,933.2099893436603
1972,2017-06-22 04:00:00,283,387,98,174.618763,928.2007,934.1751804248502
1973,2017-06-22 05:00:00,275,288,97,301.404838,936.5182,941.1014952522925
1974,2017-06-22 06:00:00,273,201,98,423.315561,960.3629,960.2269603904988
1975,2017-06-22 07:00:00,280,345,97,267.993504,967.8656,974.4293932543823
1976,2017-06-22 08:00:00,280,998,93,0.0,1063.8703,1055.241107061388
1977,2017-06-22 09:00:00,278,2446,98,0.0,1207.2171,1199.685690589869
1978,2017-06-22 10:00:00,279,3970,94,0.0,1309.4482,1314.878027845115
1979,2017-06-22 11:00:00,290,4580,92,0.0,1396.3609,1399.9137520237655
1980,2017-06-22 12:00:00,287,4894,95,0.0,1434.1028,1425.0645052885586
1981,2017-06-22 13:00:00,289,5079,99,0.0,1423.7289,1428.3113831103947
1982,2017-06-22 14:00:00,278,5117,98,0.0,1453.1863,1458.3369345449091
1983,2017-06-22 15:00:00,271,4971,93,0.0,1461.9727,1449.8877828925827
1984,2017-06-22 16:00:00,273,4749,93,0.0,1440.0043,1428.7153001534448
1985,2017-06-22 17:00:00,276,4356,89,0.0,1374.3823,1364.1629419552291
1986,2017-06-22 18:00:00,278,3803,90,0.0,1269.6868,1278.3976033145436
1987,2017-06-22 19:00:00,281,3041,96,0.0,1246.4147,1251.2529362415037
1988,2017-06-22 20:00:00,284,2072,97,0.0,1278.9765,1282.1069943991472
1989,2017-06-22 21:00:00,281,989,97,0.0,1258.4014,1247.3105234825143
1990,2017-06-22 22:00:00,281,690,99,170.98415799999995,1226.8662,1225.1071987658734
1991,2017-06-22 23:00:00,286,667,94,123.22123000000003,1160.047,1156.9372415218827
1992,2017-06-23 00:00:00,282,650,92,63.78135000000012,1082.515,1086.847850143911
1993,2017-06-23 01:00:00,281,595,94,72.6107859999999,1036.6154,1039.0462716177851
1994,2017-06-23 02:00:00,289,579,96,14.459177000000029,977.2653,982.4798712128944
1995,2017-06-23 03:00:00,298,564,96,0.0,955.1965,957.2681176327526
1996,2017-06-23 04:00:00,300,532,97,3.1009410000000575,931.8449,923.9491993572324
1997,2017-06-23 05:00:00,300,461,96,81.96298599999996,932.1954,938.0461918313002
1998,2017-06-23 06:00:00,306,316,98,259.70972200000006,958.2658,962.7557075779973
1999,2017-06-23 07:00:00,302,352,98,236.825281,969.2709,975.9786320026623
2000,2017-06-23 08:00:00,293,1035,100,0.0,1115.4974,1112.2714957384512
2001,2017-06-23 09:00:00,300,2824,100,0.0,1274.5047,1281.5381939472766
2002,2017-06-23 10:00:00,296,4164,101,0.0,1367.8073,1366.7954895796909
2003,2017-06-23 11:00:00,292,4810,104,0.0,1400.3497,1401.8995460468325
2004,2017-06-23 12:00:00,295,5143,103,0.0,1429.3947,1423.3208149841475
2005,2017-06-23 13:00:00,286,5287,103,0.0,1415.8315,1408.869798501942
2006,2017-06-23 14:00:00,276,5319,100,0.0,1427.6722,1414.070011316448
2007,2017-06-23 15:00:00,275,5223,101,0.0,1430.2314,1427.1802753637453
2008,2017-06-23 16:00:00,274,5009,100,0.0,1425.6934,1418.355201682306
2009,2017-06-23 17:00:00,272,4627,100,0.0,1348.5514,1356.9079877166073
2010,2017-06-23 18:00:00,270,4090,100,0.0,1238.6107,1233.3606926997566
2011,2017-06-23 19:00:00,271,3303,101,0.0,1238.0017,1235.709346768497
2012,2017-06-23 20:00:00,271,2134,101,0.0,1286.6045,1288.3025657270573
2013,2017-06-23 21:00:00,268,1036,98,0.0,1272.8027,1265.9109133434026
2014,2017-06-23 22:00:00,269,779,99,75.76666300000005,1216.5107,1222.2961168900963
2015,2017-06-23 23:00:00,276,682,98,118.2140969999999,1164.4533,1155.4745920611763
2016,2017-06-24 00:00:00,280,675,97,60.268388999999885,1107.2921,1104.5874644788407
2017,2017-06-24 01:00:00,289,673,88,0.0,1041.1171,1032.5192857650286
2018,2017-06-24 02:00:00,300,670,88,0.0,999.2135,999.4991071752771
2019,2017-06-24 03:00:00,305,667,87,0.0,981.8165,978.6443225222548
2020,2017-06-24 04:00:00,302,659,86,0.0,950.1118,943.0262222937502
2021,2017-06-24 05:00:00,300,590,85,0.0,941.5801,940.2758760939097
2022,2017-06-24 06:00:00,301,323,85,256.68976799999996,944.4952,948.2688704867892
2023,2017-06-24 07:00:00,307,384,84,164.37886699999999,925.8063,934.4706568229303
2024,2017-06-24 08:00:00,310,881,86,0.0,1007.1635,1004.8744770240727
2025,2017-06-24 09:00:00,304,1611,85,0.0,1134.3505,1139.8271959255383
2026,2017-06-24 10:00:00,304,2647,86,0.0,1234.3418,1236.8327386223664
2027,2017-06-24 11:00:00,305,3676,85,0.0,1310.2387,1314.9486846419393
2028,2017-06-24 12:00:00,302,4333,85,0.0,1351.9586,1346.2490058051624
2029,2017-06-24 13:00:00,301,4709,83,0.0,1320.5209,1316.4658538454773
2030,2017-06-24 14:00:00,303,4923,84,0.0,1292.6728,1298.6681976317789
2031,2017-06-24 15:00:00,292,4745,83,0.0,1245.7641,1252.3966261117866
2032,2017-06-24 16:00:00,286,4434,84,0.0,1239.3791,1237.3511416702422
2033,2017-06-24 17:00:00,301,3948,82,0.0,1192.5365,1186.107167772496
2034,2017-06-24 18:00:00,302,3213,83,0.0,1188.6516,1189.1708671286258
2035,2017-06-24 19:00:00,297,2258,83,0.0,1194.2416,1187.8762366902276
2036,2017-06-24 20:00:00,296,1152,83,0.0,1270.7918,1272.7361892521405
2037,2017-06-24 21:00:00,288,538,82,367.713026,1245.3514,1252.8822108133238
2038,2017-06-24 22:00:00,279,445,83,432.04329999999993,1203.37,1207.442237273156
2039,2017-06-24 23:00:00,281,395,82,387.0756769999999,1113.1153,1124.049626061375
2040,2017-06-25 00:00:00,279,316,80,460.5366630000001,1097.5107,1096.469752972625
2041,2017-06-25 01:00:00,276,147,80,593.789599,1047.7611,1037.9880810086215
2042,2017-06-25 02:00:00,282,89,82,600.2739000000001,1003.71,1012.7559958404844
2043,2017-06-25 03:00:00,279,67,82,608.418489,986.1821,977.2736239254958
2044,2017-06-25 04:00:00,282,39,81,608.8814120000001,960.6068,960.1682729224793
2045,2017-06-25 05:00:00,286,35,79,600.2053390000001,950.6471,948.4995141573604
2046,2017-06-25 06:00:00,286,36,80,543.8766459999999,900.9694,906.1901323760508
2047,2017-06-25 07:00:00,284,167,79,407.98754500000007,904.3005,904.2051753458524
2048,2017-06-25 08:00:00,283,543,82,22.416068000000006,928.5652,927.8386560766703
2049,2017-06-25 09:00:00,283,1088,81,0.0,985.7234,991.9702156060567
2050,2017-06-25 10:00:00,291,1810,82,0.0,1018.2341,1024.0816652867663
2051,2017-06-25 11:00:00,293,2597,81,0.0,1088.3037,1089.0713072811268
2052,2017-06-25 12:00:00,296,2860,80,0.0,1129.2515,1133.229503443034
2053,2017-06-25 13:00:00,293,2685,79,0.0,1163.9867,1157.7749698378675
2054,2017-06-25 14:00:00,286,2736,79,0.0,1181.0498,1181.1954246082503
2055,2017-06-25 15:00:00,295,2496,81,0.0,1169.6146,1158.5129152718423
2056,2017-06-25 16:00:00,294,2131,81,0.0,1162.1028,1163.6896772624848
2057,2017-06-25 17:00:00,294,1776,80,0.0,1107.991,1108.1133752266578
2058,2017-06-25 18:00:00,299,1604,80,0.0,1098.613,1094.3577971889738
2059,2017-06-25 19:00:00,299,1112,83,0.0,1160.4299,1167.4239611407847
2060,2017-06-25 20:00:00,292,777,82,47.28125700000012,1194.3773,1195.649053848378
